,0
D_44_std,0.011811498684776581
D_56_last,0.0117452768858614
D_43_first,0.011713919753373672
D_112_std,0.011704509027031825
S_12_last_minus_mean,0.011676494240162925
B_5_mean,0.011582043704485439
D_59_std,0.011407606894578448
D_123_last_minus_first,0.011088087439269858
S_5_last,0.011080085622189184
B_9_std,0.011073130251392135
D_56_min,0.011044073734401314
R_26_last,0.011030735156300996
B_37_max,0.01102482505845262
B_33_last,0.011003820443737397
D_43_std,0.010888524159094217
D_65_max,0.010886846089031147
S_24_max,0.010873854061158634
D_52_mean,0.010869852286630137
D_46_std,0.010801589919272329
S_5_mean,0.010761455654267454
S_8_last,0.010557389739822693
S_9_last,0.01030275671221789
D_77_first,0.010128802990111376
D_76_first,0.010114505964174032
D_44_mean,0.010107663536275131
D_129_min,0.010102136886395115
S_24_last,0.009929622152326435
P_3_last,0.009922027365522345
R_2_last_minus_mean,0.009921478549991874
S_5_last_minus_mean,0.009917206144502321
D_70_mean,0.009771974549806934
B_10_last_minus_mean,0.009761745763467972
B_19_mean,0.009753664554336343
D_53_last_minus_mean,0.009690853973558438
B_37_mean,0.00965763767229713
B_10_min,0.00954914655539793
B_37_last_minus_first,0.009538419125242786
D_48_last_minus_first,0.009531883090788403
R_7_last,0.009486833183323483
B_15_last_minus_mean,0.009482790526675522
B_14_last,0.009458215631884192
D_43_max,0.009378478740501815
R_11_last_minus_mean,0.009376305176803258
D_119_last,0.009315905017624915
S_27_max,0.00924356223827768
B_10_mean,0.009222071499507148
B_5_last_minus_first,0.00921487097653296
P_2_std,0.009212370021158562
B_17_first,0.009147818895227425
D_131_mean,0.009115826587349513
D_41_mean,0.00908204752421545
D_102_last_minus_mean,0.009075180256733109
D_144_last_minus_mean,0.009045098356302942
R_7_last_minus_mean,0.009038402814509856
D_120_last,0.008980650953066535
D_54_last,0.008980124323476337
D_50_first,0.008820121871249316
S_3_first,0.008779740449665226
B_28_mean,0.008761293780589754
R_5_last_minus_first,0.008699056893379747
B_17_mean,0.008666379796145008
S_9_std,0.008607278568618681
S_7_last_minus_mean,0.0085689458678226
D_52_last,0.008524385749216387
B_15_mean,0.00846710332021158
R_3_last_minus_mean,0.008433454519959518
B_33_first,0.008422241672816817
D_60_last_minus_mean,0.008414994868234037
D_72_std,0.00840448266789183
R_10_last_minus_mean,0.008391970637344634
D_72_mean,0.008373921377003553
D_52_last_minus_first,0.0082878913919038
D_51_max,0.008252973613862112
B_40_max,0.008226136476695647
R_11_last,0.008187733656180644
B_40_last_minus_mean,0.008102600999067022
D_91_last,0.008074398365089526
B_23_last_minus_mean,0.008063563392010429
B_22_mean,0.00805877973136507
D_123_first,0.008036877971506803
B_9_max,0.007950738073618756
R_15_last_minus_mean,0.00793542152877189
B_33_mean,0.007926296107483135
B_2_std,0.007885965886193976
R_1_last_minus_first,0.00786953502671768
B_4_min,0.007796742743849487
B_17_last,0.007767440909648925
D_91_mean,0.00773921403007421
S_23_mean,0.007697997432907519
D_120_mean,0.007696694341100221
D_62_max,0.007692567823212491
S_15_max,0.007692065048422214
D_119_max,0.00766634274103231
D_71_mean,0.007657292994367579
S_9_min,0.0075614253549127625
B_37_std,0.007556337770747948
B_20_last,0.007514310339246838
D_82_last_minus_mean,0.007430412385896743
D_129_last,0.007424626482228645
R_5_last_minus_mean,0.007411594497612115
B_40_last,0.007378803391728132
D_59_last_minus_mean,0.007367041116201717
D_43_min,0.007352517149803382
D_61_last,0.007337283528106127
B_26_mean,0.007300130869848961
D_56_max,0.007260592437848053
S_26_last,0.007212271903861564
P_3_first,0.0071901290825855824
D_78_last_minus_mean,0.007189546837457394
D_48_max,0.007123100889143506
B_4_first,0.007107044593910303
D_46_min,0.007090795070021399
D_102_std,0.007032794868894514
D_56_last_minus_mean,0.006990845222425444
R_27_last_minus_mean,0.00695877317533384
D_71_last_minus_mean,0.006952436340696334
D_117_last,0.006926990986874203
P_3_min,0.006919176672459261
D_50_min,0.006904416338301563
D_61_mean,0.0069026438242981245
D_52_max,0.006864852390680029
D_127_mean,0.006844048365768569
R_3_std,0.006765258041811688
D_112_last_minus_first,0.0067367636402829514
B_17_last_minus_first,0.006722156225427543
D_46_max,0.006623871180491777
S_7_min,0.006607327933355904
D_50_last_minus_first,0.00660055770176598
B_21_mean,0.0065826107106552985
S_9_last_minus_mean,0.006566954701784146
B_17_std,0.006558425765526586
S_13_max,0.0065558069212315745
D_62_first,0.006553889476378092
S_27_mean,0.0065337459553971985
D_48_first,0.006510851593142351
D_102_last_minus_first,0.006496026476881539
S_3_std,0.006485904505571625
D_122_last,0.006399812933189732
B_8_max,0.006387416198160971
D_65_last_minus_mean,0.006354691602590462
D_129_last_minus_mean,0.006326487839056377
D_126_std,0.006320278881609122
D_71_last,0.006301085084582304
B_21_max,0.006291035957244357
D_127_last_minus_mean,0.006176530762139961
S_24_mean,0.006174142075537944
B_38_std,0.006135913976905447
D_60_mean,0.0061132710814001765
D_105_mean,0.006100916137738432
D_80_last_minus_mean,0.006087704933686872
